,corp_code,stock_code,corp_cls,corp_name,sector,product
1967,00153339,015890,Y,태경산업,기초 화학물질 제조업,"제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영"
1968,00109161,006890,Y,태경케미컬,기초 화학물질 제조업,"드라이아이스,액체탄산,고체탄산 제조"
1969,00153375,023160,K,태광,1차 철강 제조업,"각종 배관자재, 관이음쇠류 제조 및 판매"
1970,00153393,003240,Y,태광산업,화학섬유 제조업,"석유화학제품(PTA,AN),화섬사,직물 등"
1971,00153524,011280,Y,태림포장,"골판지, 종이 상자 및 종이용기 제조업","골판지,골판지상자,수출용박스 제조,도매/인쇄"
1972,01366000,323280,K,태성,특수 목적용 기계 제조업,기업인수 및 합병
1973,00186717,053620,K,태양,기타 금속 가공제품 제조업,"휴대용 부탄가스, 에어졸캔, 외주수탁품"
1974,00153755,004100,Y,태양금속공업,자동차 신품 부품 제조업,"자동차용 강력볼트,너트,전기전자제품용 나사,자전거부품,전해동박,도금도장설비 제조"
1975,00153861,009410,Y,태영건설,토목 건설업,"종합건설업(토목공사,도로공사,건축공사,관급공사,환경공사,상하수도공사,하수종말처리공사)/부동산 임대,매매"
1976,00186799,044490,K,태웅,기타 금속 가공제품 제조업,자유형단조품
1977,00562245,124560,K,태웅로직스,기타 운송관련 서비스업,"3자물류주선 (복합운송, 프로젝트운송, CIS운송 등)"
1978,00154055,001420,Y,태원물산,자동차 신품 부품 제조업,"자동차부품,워터펌프,인산정제석고,건축자재(불연내장재), 제조,수출입"
1979,00154329,007980,Y,태평양물산,봉제의복 제조업,"봉제의류(자켓,파카,코트),침구 제조,우모가공,생활용품 도소매,무역"
1980,00926522,191420,K,테고사이언스,기초 의약물질 및 생물학적 제제 제조업,피부세포치료제
1981,00373021,073640,K,테라사이언스,기타 금속 가공제품 제조업,유압용 관이음쇠
1982,00249894,066700,K,테라젠이텍스,의약품 제조업,"Loading/Unloading System, PCB Bonding System"
1983,00524421,095610,K,테스,특수 목적용 기계 제조업,반도체장비(화학증착장비)
1984,00256955,055490,Y,테이팩스,플라스틱제품 제조업,"OCA, 2차전지용 테이프, 산업용 랩 등"
1985,00370255,064520,K,테크엘,반도체 제조업,"메모리 카드, 스마트 카드 등"
1986,00535676,089030,K,테크윙,특수 목적용 기계 제조업,"반도체테스트핸들러,C.O.K(Change Over Kit)"
1987,00423177,054450,K,텔레칩스,반도체 제조업,"디지털미디어프로세서,발신자정보표시칩"
1988,00560122,091440,K,텔레필드,통신 및 방송 장비 제조업,광전송장비
1989,00361488,078000,Y,텔코웨어,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","소프트웨어(핵심망솔루션,무선데이터솔루션,요소기술) 개발,유지보수,무역"
1990,00608802,200230,K,텔콘RF제약,통신 및 방송 장비 제조업,"RF 통신부품(케이블 어셈블리, 커넥터 등)"
1991,00816544,214420,Y,토니모리,기타 화학제품 제조업,"스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등"
1992,01064069,215480,K,토박스코리아,"섬유, 의복, 신발 및 가죽제품 소매업",유아동 신발
1993,00390365,051360,K,토비스,영상 및 음향기기 제조업,Gaming모니터
1994,00355089,045340,K,토탈소프트,소프트웨어 개발 및 공급업,해운물류소프트웨어 (CATOS 등)
1995,00531917,108230,K,톱텍,특수 목적용 기계 제조업,디스플레이 자동화설비
1996,00596260,079970,K,투비소프트,소프트웨어 개발 및 공급업,"MiPlatform, X Platform"
1997,00547510,199800,K,툴젠,자연과학 및 공학 연구개발업,유전자교정 플랫폼 관련 제품
1998,00766106,105550,K,트루윈,전자부품 제조업,"자동차용 센서(APS, TPS, IAPS, SLS)"
1999,01217014,290090,K,트윔,소프트웨어 개발 및 공급업,AI 기반 스마트팩토리 검사 소프트웨어 및 설비
2000,00186939,026150,K,특수건설,토목 건설업,보링
2001,01309388,322180,K,티라유텍,소프트웨어 개발 및 공급업,스마트팩토리 솔루션
2002,00867098,117730,K,티로보틱스,특수 목적용 기계 제조업,"중대형 시스템, 중대형 로봇"
2003,00204642,033830,K,티비씨,텔레비전 방송업,"텔레비젼 방송,문화서비스,광고/출판,음반 제작,도매"
2004,00409672,084870,Y,티비에이치글로벌,봉제의복 제조업,"캐주얼의류,여성의류,남성의류 제조,도소매"
2005,00372688,057680,K,티사이언티픽,소프트웨어 개발 및 공급업,모바일쿠폰
2006,00609661,204610,K,티쓰리,소프트웨어 개발 및 공급업,온라인 및 모바일 게임 등
2007,00245472,064760,K,티씨케이,기타 비금속 광물제품 제조업,반도체 제조공정용 고순도 흑연제품
2008,01109937,246710,K,티앤알바이오팹,기초 의약물질 및 생물학적 제제 제조업,"생분해성 의료기기, 3D 바이오프린팅 시스템, 바이오잉크, 3D 오가노이드, 3D 세포치료제"
2009,00608440,340570,K,티앤엘,의료용품 및 기타 의약 관련제품 제조업,"창상치료재, 정형외과용 고정재"
2010,00317487,043220,K,티에스넥스젠,특수 목적용 기계 제조업,"발전설비 Damper, 전력설비 Busway"
2011,01139035,277880,K,티에스아이,특수 목적용 기계 제조업,"2차전지 장비(믹싱시스템, 믹싱제작품, 믹싱 공사, 코터건조시스템)"
2012,00372226,131290,K,티에스이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","Probe Card, Test Interface Board, LED Test Equipment"
2013,00118965,019180,Y,티에이치엔,기타 전기장비 제조업,"자동차부품(전기배선장치류) 제조,도매"
2014,01035368,425420,K,티에프이,전자부품 제조업,"COK, Board, Test Socket"
2015,00920379,356860,K,티엘비,전자부품 제조업,SSD Module / DRAM Module PCB
2016,01497869,363280,Y,티와이홀딩스,기타 금융업,지주사업
2017,01335930,321550,K,티움바이오,자연과학 및 공학 연구개발업,"특발성폐섬유증 치료제, 면역항암제, 자궁내막증치료제, 혈우병치료제"
2018,00671376,091810,Y,티웨이항공,항공 여객 운송업,저가 항공운송
2019,00109514,004870,Y,티웨이홀딩스,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,콘크리트파일,완구 제조/미니어쳐테마파크 운영"
2020,01301252,425040,K,티이엠씨,기초 화학물질 제조업,반도체용 특수가스
2021,00426086,069260,Y,티케이지휴켐스,기타 화학제품 제조업,"화합물,화학제품 제조"
2022,00693554,104480,K,티케이케미칼,화학섬유 제조업,"수지, 폴리에스터, 스판덱스"
2023,00497631,081150,K,티플랙스,기타 금속 가공제품 제조업,"스텐레스봉,판(열간제품) 제조,도매"
2024,00578538,130740,K,티피씨글로벌,자동차 신품 부품 제조업,"정밀인발강관, 정밀강관, Water pipe, Filler Neck 등"
2025,00438036,084730,K,팅크웨어,통신 및 방송 장비 제조업,"내비게이션,블랙박스,태블릿 및 위치정보서비스"
2026,00172079,046210,K,파나진,의료용품 및 기타 의약 관련제품 제조업,의료용품및 기타 의약관련 제품 제조업
2027,00171265,034230,K,파라다이스,유원지 및 기타 오락관련 서비스업,카지노
2028,00105138,033540,K,파라텍,특수 목적용 기계 제조업,소방기기
2029,00266934,043200,K,파루,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","온습도 조절기(에어쿨), 무인방제기(야호)"
2030,00970453,214450,K,파마리서치,의료용품 및 기타 의약 관련제품 제조업,재생의약품
2031,00972293,208340,K,파멥신,의약품 제조업,항체치료제
2032,00145163,005690,Y,파미셀,기초 의약물질 및 생물학적 제제 제조업,"줄기세포치료제,화장품"
2033,00429694,177830,K,파버나인,전자부품 제조업,"알루미늄 소재 TV 외관재(프레임, 스탠드)"
2034,00238153,037070,K,파세코,가정용 기기 제조업,"창문형에어컨,석유스토브"
2035,00638487,150900,K,파수,소프트웨어 개발 및 공급업,기업용 문서보안 솔루션
2036,00231354,037030,K,파워넷,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전력변환장치
2037,00269612,047310,K,파워로직스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2차전지 보호회로 및 배터리팩, 카메라모듈"
2038,01513440,368770,K,파이버프로,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",광섬유 관성센서 및 관성 측정장치
2039,00492353,170790,K,파이오링크,통신 및 방송 장비 제조업,"ADC(서버부하 분산장치), 보안스위치, 웹방화벽"
2040,00350020,049120,K,파인디앤씨,전자부품 제조업,"CHASSIS , 금형"
2041,00264732,038950,K,파인디지털,통신 및 방송 장비 제조업,"원격 RF 감시장치, 디지털 광 중계기, 노드분배기"
2042,01686755,441270,K,파인엠텍,전자부품 제조업,IT부품
2043,00755739,106240,K,파인테크닉스,통신 및 방송 장비 제조업,"휴대폰부품, 소형LCD부품, LED조명기기"
2044,00820352,131760,K,파인텍,특수 목적용 기계 제조업,OLED 제조장비
2045,00384762,065690,K,파커스,반도체 제조업,"프린터 부품, LED 조명기기,및 헬스케어 제품 제조업체"
2046,00244747,140860,K,파크시스템스,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",연구용 및 산업용 원자현미경
2047,00490151,091700,K,파트론,전자부품 제조업,"카메라모듈, 안테나, 센서류 등"
2048,00231691,032800,K,판타지오,창작 및 예술관련 서비스업,교육서비스
2049,00986898,318010,K,팜스빌,기타 식품 제조업,다이어트 제품 및 건강기능 관련 제품
2050,00260408,036580,Y,팜스코,"곡물가공품, 전분 및 전분제품 제조업","배합사료 제조,도매"
2051,00192499,027710,K,팜스토리,동물용 사료 및 조제식품 제조업,사료
2052,00135050,004720,Y,팜젠사이언스,의약품 제조업,의약품 외
2053,01101041,225590,K,패션플랫폼,봉제의복 제조업,여성복
2054,00339072,054300,K,팬스타엔터프라이즈,일반 목적용 기계 제조업,자동차 정비용 리프트
2055,00397191,068050,K,팬엔터테인먼트,"영화, 비디오물, 방송프로그램 제작 및 배급업","방송영상물,음반"
2056,00122737,028670,Y,팬오션,해상 운송업,"해상화물운송(외항,운수보관)"
2057,00962922,222110,K,팬젠,의약품 제조업,"바이오시밀러 의약품 개발, 바이오의약품 개발 기술이전 서비스 등"
2058,00148522,010820,Y,퍼스텍,무기 및 총포탄 제조업,"방위산업제품,프린터,불소화합물,자동차용 매트 제조/얼굴인식시스템 개발"
2059,00161709,016800,Y,퍼시스,가구 제조업,"사무용 가구,의자,책상,캐비넷 제조"
2060,01152470,263750,K,펄어비스,소프트웨어 개발 및 공급업,온라인게임 개발 서비스(검은사막)
2061,00761059,251970,K,펌텍코리아,플라스틱제품 제조업,화장품 용기
2062,00134723,001020,Y,페이퍼코리아,"펄프, 종이 및 판지 제조업","제지(신문용지,중질지),합판 제조,건설,석유류 판매"
2063,00957373,168360,K,펨트론,특수 목적용 기계 제조업,3D 정밀측정 검사장비
2064,00415868,087010,K,펩트론,기초 의약물질 및 생물학적 제제 제조업,약효지속성 의약품 및 펩타이드 소재
2065,00573579,090080,Y,평화산업,자동차 신품 부품 제조업,"자동차부품(방진고무,방류고무(COVER류,CUP류),호스류),장비시설용 부품 제조,판매"
2066,00155124,010770,Y,평화홀딩스,자동차 신품 부품 제조업,지주회사
2067,00188797,119500,K,포메탈,기타 금속 가공제품 제조업,"자동차,풍력,방위산업,산업기계,농기계등의 단조부품"
2068,01513699,389140,K,포바이포,"영화, 비디오물, 방송프로그램 제작 및 배급업",광고영화 및 비디오물 제작업
2069,00155212,022100,K,포스코DX,"건축기술, 엔지니어링 및 관련 기술 서비스업","SI(System Integration), DVR(Digital Video Recorder)"
2070,00155258,058430,Y,포스코스틸리온,1차 철강 제조업,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매"
2071,00128111,009520,K,포스코엠텍,1차 철강 제조업,철강포장용역 및 Al탈산제 생산
2072,00124504,047050,Y,포스코인터내셔널,상품 중개업,"무역(철강,화학,자동차부품),수출주선,대행,알선,가공원단,폴리우레탄,자동차시트 제조"
2073,00155276,003670,Y,포스코퓨처엠,"내화, 비내화 요업제품 제조업","내화물, 생석회, 음극재 및 양극재"
2074,00939942,189690,K,포시에스,소프트웨어 개발 및 공급업,기업용 리포팅 소프트웨어 솔루션(OZ-Report 등)
2075,01179608,256630,K,포인트엔지니어링,기타 금속 가공제품 제조업,디스플레이 및 반도체 장비 부품
2076,01393721,331380,K,포커스에이치엔에스,영상 및 음향기기 제조업,영상저장장치 및 카메라
2077,00617998,234100,K,폴라리스세원,자동차 신품 부품 제조업,자동차 공조장치 부품
2078,00269852,041020,K,폴라리스오피스,소프트웨어 개발 및 공급업,시스템 소프트웨어
2079,00663669,114630,K,폴라리스우노,화학섬유 제조업,"PVC가발사, 난연고열사"
2080,01259311,290720,K,푸드나무,무점포 소매업,
2081,00165103,005670,K,푸드웰,"과실, 채소 가공 및 저장 처리업","깐밤, 통조림류, 딸기시럽류, 음료제품 등"
2082,00537832,094940,K,푸른기술,컴퓨터 및 주변장치 제조업,"금융자동화기기모듈,역무자동화기기모듈,특수단말시스템"
2083,00124805,007330,K,푸른저축은행,은행 및 저축기관,대출이자
2084,00155355,017810,Y,풀무원,기타 식품 제조업,"두부류,생면류,나물류,냉동류,조미류,김치류,묵류,녹즙,과채음료,건강보조식품 판매,제조,생식품 수출"
2085,00155373,093380,K,풍강,기타 금속 가공제품 제조업,자동차용너트류
2086,00155452,023900,K,풍국주정,알코올음료 제조업,발효주정
2087,00684714,103140,Y,풍산,1차 비철금속 제조업,
2088,00155531,005810,Y,풍산홀딩스,기타 금융업,"동판제,대,관,봉,선,소전,동파이프 제조,도매,무역"
2089,00417167,371950,K,풍원정밀,전자부품 제조업,OLED 증착용 Metal Mask
2090,01357446,370090,K,퓨런티어,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","전장카메라모듈장비, 모바일카메라모듈장비, PC및 광원"
2091,01053540,220100,K,퓨쳐켐,의약품 제조업,"PET 방사성의약품, 자동합성장치, 합성시약 및 전구체"
2092,00356389,035200,K,프럼파스트,플라스틱제품 제조업,주택건설용 플라스틱 배관
2093,01258428,334970,K,프레스티지바이오로직스,의약품 제조업,바이오시밀러 제조
2094,01510489,950210,Y,프레스티지바이오파마,자연과학 및 공학 연구개발업,바이오시밀러 및 항체의약품 신약
2095,01359736,321260,K,프로이천,반도체 제조업,합병
2096,00325112,053610,K,프로텍,특수 목적용 기계 제조업,"Dispenser, Tray Feeder, 공압실린더"
2097,01217865,377220,K,프롬바이오,기타 식품 제조업,개별인정형 건강기능식품
2098,01137295,335810,K,프리시젼바이오,의료용 기기 제조업,체외진단 기기 및 시약
2099,00352064,053160,K,프리엠스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","건설장비용 전장품,제어기"
2100,01575839,405000,K,플라즈맵,의료용 기기 제조업,플라즈마 멸균기 및 표면처리기기
2101,00297448,041590,K,플래스크,실내건축 및 건축마무리 공사업,"실내건축, 에너지저장시스템"
2102,01454341,367000,K,플래티어,소프트웨어 개발 및 공급업,E-Commerce Platform 구축
2103,00490179,075130,K,플랜티넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",유해사이트차단서비스
2104,00103130,009810,Y,플레이그램,기타 전문 도매업,유연성 산업용 포장재(FIBC) 제조 판매
2105,00862853,237820,K,플레이디,광고업,온라인 광고 대행
2106,00138367,023770,K,플레이위드,소프트웨어 개발 및 공급업,게임소프트웨어
2107,01237434,300080,K,플리토,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",언어 데이터 구축 및 판매
2108,00189538,032580,K,피델릭스,반도체 제조업,PSRAM 및 LPSDRAM
2109,00297934,051380,K,피씨디렉트,기계장비 및 관련 물품 도매업,"스토리지(HDD), 프로세서(CPU), Memory, Monitor등"
2110,01051092,241820,K,피씨엘,의료용품 및 기타 의약 관련제품 제조업,"다중 체외진단 제품, 플랫폼서비스"
2111,00525864,237750,K,피앤씨테크,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",배전자동화단말장치
2112,01365825,319660,K,피에스케이,특수 목적용 기계 제조업,"드라이스트립, 드라이클리닝"
2113,00208444,031980,K,피에스케이홀딩스,특수 목적용 기계 제조업,"Descum, Reflow"
2114,00155638,002230,K,피에스텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",자동차부품
2115,00155151,043370,K,피에이치에이,자동차 신품 부품 제조업,"자동차용 도어랫치, 도어힌지"
2116,01112889,239890,K,피엔에이치테크,기초 화학물질 제조업,OLED 소재
2117,01290381,347740,K,피엔케이피부임상연구센타,"그외 기타 전문, 과학 및 기술 서비스업",피부인체적용시험
2118,00612294,137400,K,피엔티,특수 목적용 기계 제조업,2차전지 및 전자소재용 Roll-to-Roll 장비
2119,00829380,128660,K,피제이메탈,1차 비철금속 제조업,"탈산제, 조재제"
2120,00155735,006140,K,피제이전자,의료용 기기 제조업,EMS Business(의료용기기제조외)
2121,00604028,376180,K,피코그램,그외 기타 제품 제조업,"정수기, 정수기 필터"
2122,01118281,304840,K,피플바이오,의료용품 및 기타 의약 관련제품 제조업,올리고머화 베타-아밀로이드 검사제품(알츠하이머병 진단)
2123,00403766,062970,K,피피아이,통신 및 방송 장비 제조업,"데이터센터용 AWG, 통신용 AWG, 스플리터, 계측기 등"
2124,00495086,087600,K,픽셀플러스,전자부품 제조업,CMOS 이미지센서 및 칩셋
2125,01524507,291810,K,핀텔,소프트웨어 개발 및 공급업,AI 영상 분석 솔루션 및 소프트웨어
2126,00938721,161580,K,필옵틱스,특수 목적용 기계 제조업,디스플레이 및 반도체 제조공정용 제작
2127,01405390,347770,K,핌스,전자부품 제조업,OLED Metal Mask
2128,01142075,163730,K,핑거,소프트웨어 개발 및 공급업,"스마트 금융 플랫폼, 핀테크 금융 솔루션"
2129,01584934,417180,K,핑거스토리,기타 정보 서비스업,"웹툰, 디지털 만화, 웹소설"
2130,01696275,446750,K,하나26호스팩,금융 지원 서비스업,기업인수합병
2131,01700374,448370,K,하나27호스팩,금융 지원 서비스업,기업인수합병
2132,01568875,388220,K,하나금융19호스팩,금융 지원 서비스업,기업인수목적
2133,01593242,406760,K,하나금융21호스팩,금융 지원 서비스업,기업인수합병
2134,01613281,418170,K,하나금융22호스팩,금융 지원 서비스업,기업인수합병
2135,01652970,427950,K,하나금융23호스팩,금융 지원 서비스업,기업인수합병
2136,01658266,430230,K,하나금융24호스팩,금융 지원 서비스업,기업인수합병
2137,01669475,435620,K,하나금융25호스팩,금융 지원 서비스업,기업인수합병
2138,00547583,086790,Y,하나금융지주,기타 금융업,기타 금융
2139,00601191,299030,K,하나기술,특수 목적용 기계 제조업,이차전지 양산 자동화 설비 제조
2140,00445054,067310,K,하나마이크론,반도체 제조업,"반도체패키징,IOT"
2141,01513404,372290,K,하나머스트7호스팩,금융 지원 서비스업,기업인수목적
2142,00660750,166090,K,하나머티리얼즈,반도체 제조업,"실리콘부품, 세라믹부품, 특수가스"
2143,00248974,293480,Y,하나제약,의약품 제조업,완제의약품
2144,00269940,039130,Y,하나투어,여행사 및 기타 여행보조 서비스업,"일반여행알선,컴퓨터프로그램 개발,보급,통신판매"
2145,00857727,136480,K,하림,"도축, 육류 가공 및 저장 처리업","육계, 육계가공식품"
2146,00148364,003380,K,하림지주,기타 금융업,지주사업
2147,00527491,101670,K,하이드로리튬,"구조용 금속제품, 탱크 및 증기발생기 제조업","영구앵커,교량용케이블,타이케이블"
2148,01505186,365590,K,하이딥,반도체 제조업,UIUX Solution
2149,00977641,149980,K,하이로닉,의료용 기기 제조업,피부미용 의료기기
2150,00165060,013030,K,하이록코리아,1차 철강 제조업,관이음쇠
2151,01204056,352820,Y,하이브,오디오물 출판 및 원판 녹음업,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트"
2152,00825959,126700,K,하이비젼시스템,사진장비 및 광학기기 제조업,카메라모듈 제조검사용 장비
2153,00542898,106080,K,하이소닉,전자부품 제조업,휴대폰 카메라용 Auto Focus Actuator
2154,00435312,071090,Y,하이스틸,1차 철강 제조업,"강관 제조,도매"
2155,01526949,377400,K,하이제6호스팩,금융 지원 서비스업,기업인수합병
2156,01586172,400840,K,하이제7호스팩,금융 지원 서비스업,기업인수합병
2157,00688358,221840,K,하이즈항공,"항공기,우주선 및 부품 제조업",B787 날개구조물 등
2158,00409964,106190,K,하이텍팜,기초 의약물질 및 생물학적 제제 제조업,주사제용 무균 원료의약품(Sterile Imipenem 외)
2159,00150244,000080,Y,하이트진로,알코올음료 제조업,소주
2160,00148993,000140,Y,하이트진로홀딩스,기타 금융업,지주회사
2161,01514698,373200,K,하인크코리아,그외 기타 제품 제조업,모바일 IT응용제품 외
2162,00221728,066130,K,하츠,가정용 기기 제조업,"레인지후드, 빌트인 기기 등"
2163,00156442,004590,K,한국가구,생활용품 도매업,소파
2164,00261285,036460,Y,한국가스공사,연료용 가스 제조 및 배관공급업,"액화천연가스 공급,제조,도매,개발"
2165,00263371,039340,K,한국경제TV,텔레비전 방송업,"광고수입, 협찬수입"
2166,00156691,005430,Y,한국공항,기타 운송관련 서비스업,"항공기 지상조업,항공화물 상하역,장비대여,항공용역사업,항공기급유,항공화물 취급,보관,부정기헬기운송,여행알선,광업,먹는샘물 제조,농축산업"
2167,00432102,071050,Y,한국금융지주,기타 금융업,금융지주회사
2168,00156956,034950,K,한국기업평가,기타 사업지원 서비스업,"신용평가, 컨설팅, 위험관리솔루션"
2169,00160205,010040,Y,한국내화,"내화, 비내화 요업제품 제조업","내화벽돌,내화몰탈,축로등 제조,판매"
2170,00157070,025540,Y,한국단자공업,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전기변환장치(광커넥터,통신용콘넥터,정밀압착단자설계) 제조,무역(수출)"
2171,00579139,222980,K,한국맥널티,기타 식품 제조업,커피 및 의약품
2172,01179617,256840,K,한국비엔씨,기초 의약물질 및 생물학적 제제 제조업,필러 등 생체재료의료물질 개발
2173,00157991,004090,Y,한국석유공업,기타 비금속 광물제품 제조업,"석유류제품(솔벤트,부로운아스팔트,방수시트몰터프라스,메타놀,빙초산) 제조,도소매/부동산 임대"
2174,00158015,025550,K,한국선재,1차 철강 제조업,철강선재류
2175,00158112,002200,Y,한국수출포장공업,"골판지, 종이 상자 및 종이용기 제조업","골판지상자,골판지원지 제조,판매"
2176,00158149,002960,Y,한국쉘석유,석유 정제품 제조업,"윤활유,그리스 제조,도매"
2177,00158565,017890,K,한국알콜,기타 화학제품 제조업,주정
2178,00160047,000240,Y,한국앤컴퍼니,기타 금융업,비금융지주회사
2179,00532855,080720,K,한국유니온제약,의약품 제조업,"항생제, 순환기계, 근골격계, 소화기계류 완제의약품"
2180,00404701,123890,Y,한국자산신탁,신탁업 및 집합투자업,"부동산 신탁 서비스, REITs"
2181,00159193,015760,Y,한국전력공사,전기업,"전력자원개발,발전,송전,전력용기자재확보"
2182,00363769,063570,K,한국전자금융,기타 사업지원 서비스업,"ATM관리사업,CD-VAN사업"
2183,00361169,041460,K,한국전자인증,소프트웨어 개발 및 공급업,"개인용이메일 보안,인증업무,전자상거래관련 인증서비스/기업용 인증솔루션 제공"
2184,00159254,006200,Y,한국전자홀딩스,기타 금융업,"시장조사,경영컨설팅"
2185,00257732,101680,K,한국정밀기계,특수 목적용 기계 제조업,"금속절삭가공기계(수치제어식 수평보링머신,오면가공기,수직선반,플로우보링머신),산업기계(전용기,공작기계부품) 제조,판매"
2186,00261957,039740,K,한국정보공학,기타 전문 도매업,"그룹웨어, 자료관리시스템"
2187,00306454,053300,K,한국정보인증,소프트웨어 개발 및 공급업,"공인인증서, PKI솔루션 등"
2188,00159342,025770,K,한국정보통신,전기 통신업,"신용카드부가통신업(VAN),전자지급결제대행업(PG)"
2189,00159500,023350,Y,한국종합기술,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,감리,측량/토목건축공사"
2190,00159564,025890,Y,한국주강,특수 목적용 기계 제조업,"주강,주물 제조,도매"
2191,00159573,000970,Y,한국주철관공업,1차 철강 제조업,"수도용주철관,강관 제조"
2192,00687711,104700,Y,한국철강,1차 철강 제조업,철근. 단조강. 파이프
2193,00159795,017960,Y,한국카본,"구조용 금속제품, 탱크 및 증기발생기 제조업","탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매"
2194,00149594,023760,K,한국캐피탈,기타 금융업,리스수수료
2195,00303396,054040,K,한국컴퓨터,전자부품 제조업,PCB Assembly (PBA)
2196,00939331,161890,Y,한국콜마,기타 화학제품 제조업,"화장품, 의약품"
2197,00203290,024720,Y,한국콜마홀딩스,기타 금융업,"화장품,의약부외품의 주문자표시 제조,도매"
2198,00160010,021650,K,한국큐빅,플라스틱제품 제조업,Curl Fit(표면처리사업)
2199,00937324,161390,Y,한국타이어앤테크놀로지,고무제품 제조업,타이어 제조
2200,00233653,034830,Y,한국토지신탁,신탁업 및 집합투자업,부동산신탁 등
2201,00124090,007280,Y,한국특강,1차 철강 제조업,"철강압연제품(앵글,이형형강,평철,환봉) 제조,판매"
2202,00187770,032300,K,한국파마,의약품 제조업,"완제의약품(정신신경계, 소화기계, 순환기계, 항생항균, 기타)"
2203,00960641,168490,Y,한국패러랠,신탁업 및 집합투자업,
2204,00198192,037230,K,한국팩키지,"골판지, 종이 상자 및 종이용기 제조업","카톤팩, 골판지 상자"
2205,00160418,010100,Y,한국프랜지공업,자동차 신품 부품 제조업,"자동차부품(제동,구동장치),프랜지(관이음쇠),철구조물,산업기계 제조"
2206,00309503,047810,Y,한국항공우주,"항공기,우주선 및 부품 제조업","정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품"
2207,00823429,123690,Y,한국화장품,생활용품 도매업,화장품
2208,00160621,003350,Y,한국화장품제조,기타 화학제품 제조업,"화장품(OEM,ODM)"
2209,00204262,030520,K,한글과컴퓨터,소프트웨어 개발 및 공급업,오피스소프트웨어
2210,00244783,052600,K,한네트,전기 통신업,"현금서비스, 예금인출"
2211,00160861,011500,Y,한농화성,기타 화학제품 제조업,"계면활성제,글리콜에테르 제조,판매"
2212,00161046,002390,Y,한독,의약품 제조업,"의약품(소화제,크라포란,라식스)제조,도매,부동산 임대"
2213,01069736,256150,K,한독크린텍,일반 목적용 기계 제조업,정수기 필터
2214,00528515,092460,K,한라IMS,선박 및 보트 건조업,"선용원격자동측정시스템,선용원격자동경보시스템"
2215,00413523,053690,Y,한미글로벌,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축 설계,감리/건축공사,토목공사,설비공사,전기공사,안전공사"
2216,00161383,042700,Y,한미반도체,특수 목적용 기계 제조업,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대"
2217,00161426,008930,Y,한미사이언스,기타 금융업,"항생제(세포탁심,세포트리악손),유산균정장제(메디락비타,메디락베베),위장관운동조절개선제(설프라이드),고혈압치료제(유니바스크),원료의약품,식품 제조,판매"
2218,00828497,128940,Y,한미약품,의약품 제조업,의약품
2219,00348292,047080,K,한빛소프트,소프트웨어 개발 및 공급업,"게임(스타크래프트 등), 교육, 솔루션"
2220,00161693,009240,Y,한샘,생활용품 도매업,"주방가구(씽크대),인테리어가구 판매,제조/주택신축판매"
2221,00188089,020000,Y,한섬,봉제의복 제조업,"여성의류,금속 액세서리,신발,가방,선글라스 제조,판매"
2222,00161860,003680,Y,한성기업,수산물 가공 및 저장 처리업,"냉동식품,햄제품 제조,도매,보관/원양어업"
2223,00728638,105630,Y,한세실업,봉제의복 제조업,의류 완제품
2224,00357360,069640,Y,한세엠케이,"섬유, 의복, 신발 및 가죽제품 소매업","케주얼웨어(BUCKAROO, TBJ 등)"
2225,00161976,016450,Y,한세예스24홀딩스,봉제의복 제조업,"의류(니트) 제조,도소매,원단 제조,부동산 임대"
